antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'abdominal_pain', 'vomiting', 'dark_urine', 'loss_of_appetite', 'nausea'})","frozenset({'yellowish_skin', 'yellowing_of_eyes'})",0.05731707317073171,0.13414634146341464,0.0524390243902439,0.9148936170212765,6.820116054158606,1.0,0.0447501487209994,10.173780487804864,0.9052618911519601,0.3771929824561403,0.9017081210668263,0.6529013539651837
"frozenset({'joint_pain', 'yellowish_skin', 'dark_urine', 'nausea', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'loss_of_appetite'})",0.05731707317073171,0.1329268292682927,0.0524390243902439,0.9148936170212765,6.882685926215107,1.0,0.04482004759071981,10.188109756097546,0.9066758927765578,0.3805309734513274,0.9018463656222879,0.6546945149326566
"frozenset({'joint_pain', 'abdominal_pain', 'yellowish_skin', 'loss_of_appetite', 'nausea'})","frozenset({'vomiting', 'yellowing_of_eyes'})",0.05731707317073171,0.11341463414634147,0.0524390243902439,0.9148936170212765,8.066803935026309,1.0,0.04593842950624628,10.417378048780472,0.9292999187701194,0.4432989690721649,0.9040065556498579,0.688629604209563
"frozenset({'abdominal_pain', 'loss_of_appetite', 'nausea'})","frozenset({'vomiting', 'yellowing_of_eyes'})",0.08536585365853659,0.11341463414634147,0.07804878048780488,0.9142857142857143,8.061443932411674,1.0,0.06836704342653183,10.343495934959346,0.9577083333333334,0.6464646464646464,0.9033208881902142,0.8012288786482334
"frozenset({'abdominal_pain', 'loss_of_appetite', 'nausea'})","frozenset({'yellowish_skin', 'yellowing_of_eyes'})",0.08536585365853659,0.13414634146341464,0.07804878048780488,0.9142857142857143,6.815584415584415,1.0,0.06659726353361095,10.101626016260159,0.9329166666666667,0.5517241379310345,0.9010060362173038,0.7480519480519481
"frozenset({'vomiting', 'yellowish_skin', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'loss_of_appetite'})",0.08536585365853659,0.1329268292682927,0.07804878048780488,0.9142857142857143,6.878112712975097,1.0,0.06670136823319453,10.115853658536581,0.9343750000000001,0.5565217391304347,0.9011452682338758,0.7507208387942332
"frozenset({'vomiting', 'nausea', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'loss_of_appetite'})",0.08536585365853659,0.1329268292682927,0.07804878048780488,0.9142857142857143,6.878112712975097,1.0,0.06670136823319453,10.115853658536581,0.9343750000000001,0.5565217391304347,0.9011452682338758,0.7507208387942332
"frozenset({'joint_pain', 'abdominal_pain', 'yellowish_skin', 'dark_urine', 'nausea'})","frozenset({'vomiting', 'yellowing_of_eyes'})",0.05609756097560976,0.11341463414634147,0.05121951219512195,0.9130434782608695,8.050490883590463,1.0,0.044857227840571084,10.195731707317067,0.9278331487633814,0.4329896907216494,0.9019197416422462,0.682328190743338
"frozenset({'joint_pain', 'abdominal_pain', 'vomiting', 'dark_urine', 'nausea'})","frozenset({'yellowish_skin', 'yellowing_of_eyes'})",0.05609756097560976,0.13414634146341464,0.05121951219512195,0.9130434782608695,6.806324110671936,1.0,0.043694229625223076,9.957317073170726,0.9037775316845085,0.36842105263157887,0.8995713410900184,0.6474308300395256
"frozenset({'joint_pain', 'abdominal_pain', 'vomiting', 'yellowish_skin', 'nausea'})","frozenset({'dark_urine', 'yellowing_of_eyes'})",0.05609756097560976,0.09146341463414634,0.05121951219512195,0.9130434782608695,9.982608695652173,1.0,0.04608863771564545,10.448170731707311,0.9533038021410115,0.5316455696202531,0.9042894660052524,0.7365217391304347
"frozenset({'joint_pain', 'abdominal_pain', 'vomiting', 'yellowish_skin', 'dark_urine'})","frozenset({'nausea', 'yellowing_of_eyes'})",0.05609756097560976,0.11097560975609756,0.05121951219512195,0.9130434782608695,8.227424749163879,1.0,0.04499405116002379,10.223780487804872,0.9306632213608959,0.4421052631578946,0.9021888232838313,0.6872909698996655
"frozenset({'joint_pain', 'vomiting', 'yellowish_skin', 'dark_urine', 'loss_of_appetite'})","frozenset({'nausea', 'yellowing_of_eyes'})",0.05609756097560976,0.11097560975609756,0.05121951219512195,0.9130434782608695,8.227424749163879,1.0,0.04499405116002379,10.223780487804872,0.9306632213608959,0.4421052631578946,0.9021888232838313,0.6872909698996655
"frozenset({'joint_pain', 'vomiting', 'yellowish_skin', 'loss_of_appetite', 'nausea'})","frozenset({'dark_urine', 'yellowing_of_eyes'})",0.05609756097560976,0.09146341463414634,0.05121951219512195,0.9130434782608695,9.982608695652173,1.0,0.04608863771564545,10.448170731707311,0.9533038021410115,0.5316455696202531,0.9042894660052524,0.7365217391304347
"frozenset({'joint_pain', 'vomiting', 'dark_urine', 'loss_of_appetite', 'nausea'})","frozenset({'yellowish_skin', 'yellowing_of_eyes'})",0.05609756097560976,0.13414634146341464,0.05121951219512195,0.9130434782608695,6.806324110671936,1.0,0.043694229625223076,9.957317073170726,0.9037775316845085,0.36842105263157887,0.8995713410900184,0.6474308300395256
"frozenset({'vomiting', 'yellowish_skin', 'dark_urine', 'loss_of_appetite', 'nausea'})","frozenset({'joint_pain', 'yellowing_of_eyes'})",0.05609756097560976,0.06829268292682927,0.05121951219512195,0.9130434782608695,13.369565217391303,1.0,0.04738845925044616,10.714634146341456,0.9801894918173988,0.6999999999999998,0.9066697017983155,0.8315217391304347
"frozenset({'abdominal_pain', 'yellowish_skin', 'nausea'})","frozenset({'vomiting', 'yellowing_of_eyes'})",0.08414634146341464,0.11341463414634147,0.07682926829268293,0.9130434782608695,8.050490883590463,1.0,0.06728584176085663,10.195731707317067,0.9562488111089974,0.6363636363636364,0.9019197416422462,0.7952314165497896
"frozenset({'vomiting', 'yellowish_skin', 'loss_of_appetite'})","frozenset({'nausea', 'yellowing_of_eyes'})",0.08414634146341464,0.11097560975609756,0.07682926829268293,0.9130434782608695,8.227424749163879,1.0,0.0674910767400357,10.223780487804872,0.9591655570350645,0.6494845360824741,0.9021888232838313,0.8026755852842808
"frozenset({'joint_pain', 'yellowish_skin', 'dark_urine', 'loss_of_appetite', 'nausea'})","frozenset({'vomiting', 'yellowing_of_eyes'})",0.05609756097560976,0.11341463414634147,0.05121951219512195,0.9130434782608695,8.050490883590463,1.0,0.044857227840571084,10.195731707317067,0.9278331487633814,0.4329896907216494,0.9019197416422462,0.682328190743338
"frozenset({'abdominal_pain', 'vomiting', 'yellowish_skin', 'dark_urine', 'nausea'})","frozenset({'joint_pain', 'yellowing_of_eyes'})",0.05609756097560976,0.06829268292682927,0.05121951219512195,0.9130434782608695,13.369565217391303,1.0,0.04738845925044616,10.714634146341456,0.9801894918173988,0.6999999999999998,0.9066697017983155,0.8315217391304347
"frozenset({'chills', 'chest_pain'})","frozenset({'cough', 'malaise'})",0.06951219512195123,0.06707317073170732,0.06341463414634146,0.9122807017543859,13.601275917065388,1.0,0.05875223081499108,10.635365853658529,0.9956900897267871,0.8666666666666666,0.905974085540649,0.9288676236044657
"frozenset({'fatigue', 'chest_pain'})","frozenset({'chills', 'malaise'})",0.06951219512195123,0.08902439024390243,0.06341463414634146,0.9122807017543859,10.247536649843788,1.0,0.057226353361094585,10.385121951219507,0.9698306280875089,0.6666666666666666,0.9037084008548815,0.8123047344388368
"frozenset({'chills', 'chest_pain'})","frozenset({'fatigue', 'malaise'})",0.06951219512195123,0.1353658536585366,0.06341463414634146,0.9122807017543859,6.739370949897265,1.0,0.05400505651397977,9.856829268292676,0.9152384312934772,0.44827586206896547,0.8985474970925197,0.6903745851114271
"frozenset({'high_fever', 'chest_pain'})","frozenset({'fatigue', 'malaise'})",0.06951219512195123,0.1353658536585366,0.06341463414634146,0.9122807017543859,6.739370949897265,1.0,0.05400505651397977,9.856829268292676,0.9152384312934772,0.44827586206896547,0.8985474970925197,0.6903745851114271
"frozenset({'fatigue', 'chest_pain'})","frozenset({'cough', 'malaise'})",0.06951219512195123,0.06707317073170732,0.06341463414634146,0.9122807017543859,13.601275917065388,1.0,0.05875223081499108,10.635365853658529,0.9956900897267871,0.8666666666666666,0.905974085540649,0.9288676236044657
"frozenset({'high_fever', 'chest_pain'})","frozenset({'chills', 'malaise'})",0.06951219512195123,0.08902439024390243,0.06341463414634146,0.9122807017543859,10.247536649843788,1.0,0.057226353361094585,10.385121951219507,0.9698306280875089,0.6666666666666666,0.9037084008548815,0.8123047344388368
"frozenset({'chills', 'chest_pain'})","frozenset({'high_fever', 'malaise'})",0.06951219512195123,0.11219512195121951,0.06341463414634146,0.9122807017543859,8.13119755911518,1.0,0.05561570493753718,10.120975609756092,0.9425345296904931,0.5360824742268041,0.901195295932138,0.7387490465293669
"frozenset({'high_fever', 'chest_pain'})","frozenset({'cough', 'malaise'})",0.06951219512195123,0.06707317073170732,0.06341463414634146,0.9122807017543859,13.601275917065388,1.0,0.05875223081499108,10.635365853658529,0.9956900897267871,0.8666666666666666,0.905974085540649,0.9288676236044657
"frozenset({'fatigue', 'chest_pain'})","frozenset({'high_fever', 'malaise'})",0.06951219512195123,0.11219512195121951,0.06341463414634146,0.9122807017543859,8.13119755911518,1.0,0.05561570493753718,10.120975609756092,0.9425345296904931,0.5360824742268041,0.901195295932138,0.7387490465293669
"frozenset({'vomiting', 'yellowish_skin', 'nausea'})","frozenset({'abdominal_pain', 'loss_of_appetite'})",0.08292682926829269,0.1329268292682927,0.07560975609756097,0.9117647058823529,6.859147328656233,1.0,0.06458655562165377,9.82682926829268,0.9314516129032258,0.5391304347826086,0.8982377761231074,0.7402860226659471
"frozenset({'yellowish_skin', 'nausea'})","frozenset({'loss_of_appetite', 'yellowing_of_eyes'})",0.10975609756097561,0.1597560975609756,0.1,0.9111111111111112,5.703138252756574,1.0,0.08246579417013683,9.452743902439034,0.9263280988974273,0.5899280575539568,0.8942106111917434,0.7685326547921969
"frozenset({'joint_pain', 'vomiting', 'yellowish_skin', 'dark_urine', 'nausea'})","frozenset({'abdominal_pain', 'loss_of_appetite'})",0.054878048780487805,0.1329268292682927,0.05,0.9111111111111112,6.854230377166157,1.0,0.042705234979179066,9.754573170731717,0.9036978756884344,0.36283185840707965,0.8974839818721676,0.6436289500509684
"frozenset({'chills', 'muscle_pain'})","frozenset({'high_fever', 'headache'})",0.06829268292682927,0.11219512195121951,0.06219512195121951,0.9107142857142856,8.117236024844718,1.0,0.05453301606186793,9.943414634146327,0.9410738117236422,0.5257731958762887,0.8994309262166403,0.7325310559006211
"frozenset({'fatigue', 'phlegm', 'chest_pain'})","frozenset({'high_fever', 'malaise'})",0.06829268292682927,0.11219512195121951,0.06219512195121951,0.9107142857142856,8.117236024844718,1.0,0.05453301606186793,9.943414634146327,0.9410738117236422,0.5257731958762887,0.8994309262166403,0.7325310559006211
"frozenset({'high_fever', 'muscle_pain'})","frozenset({'headache', 'chills'})",0.06829268292682927,0.09024390243902439,0.06219512195121951,0.9107142857142856,10.091698841698841,1.0,0.056032123735871506,10.189268292682913,0.9669438456010677,0.6455696202531646,0.9018575258521638,0.7999517374517374
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'yellowish_skin'})",0.06829268292682927,0.1548780487804878,0.06219512195121951,0.9107142857142856,5.8802024746906625,1.0,0.05161808447352766,9.465365853658524,0.8907709680730932,0.38636363636363635,0.8943516800659657,0.6561445444319459
"frozenset({'chills', 'phlegm'})","frozenset({'high_fever', 'malaise'})",0.06829268292682927,0.11219512195121951,0.06219512195121951,0.9107142857142856,8.117236024844718,1.0,0.05453301606186793,9.943414634146327,0.9410738117236422,0.5257731958762887,0.8994309262166403,0.7325310559006211
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'loss_of_appetite', 'dark_urine'})",0.06829268292682927,0.08902439024390243,0.06219512195121951,0.9107142857142856,10.229941291585126,1.0,0.056115407495538366,10.202926829268279,0.968381069705369,0.6538461538461539,0.9019889080130042,0.8046722113502935
"frozenset({'high_fever', 'phlegm'})","frozenset({'fatigue', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'high_fever', 'phlegm', 'chest_pain'})","frozenset({'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'high_fever', 'phlegm'})","frozenset({'chills', 'malaise'})",0.06829268292682927,0.08902439024390243,0.06219512195121951,0.9107142857142856,10.229941291585126,1.0,0.056115407495538366,10.202926829268279,0.968381069705369,0.6538461538461539,0.9019889080130042,0.8046722113502935
"frozenset({'high_fever', 'phlegm', 'chest_pain'})","frozenset({'fatigue', 'malaise'})",0.06829268292682927,0.1353658536585366,0.06219512195121951,0.9107142857142856,6.727799227799227,1.0,0.052950624628197496,9.683902439024376,0.9137665537419155,0.43965517241379304,0.896735845254886,0.6850868725868725
"frozenset({'chills', 'nausea'})","frozenset({'high_fever', 'vomiting'})",0.06829268292682927,0.1329268292682927,0.06219512195121951,0.9107142857142856,6.851245085190038,1.0,0.05311719214753123,9.711219512195107,0.9166410019505185,0.4473684210526315,0.8970263210769538,0.6893020969855832
"frozenset({'chills', 'nausea'})","frozenset({'vomiting', 'headache'})",0.06829268292682927,0.13048780487804879,0.06219512195121951,0.9107142857142856,6.979305740987983,1.0,0.05328375966686496,9.73853658536584,0.9195154501591212,0.4553571428571428,0.8973151673011419,0.6936748998664886
"frozenset({'fatigue', 'phlegm'})","frozenset({'chest_pain', 'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'phlegm', 'cough', 'chest_pain'})","frozenset({'fatigue', 'malaise'})",0.06829268292682927,0.1353658536585366,0.06219512195121951,0.9107142857142856,6.727799227799227,1.0,0.052950624628197496,9.683902439024376,0.9137665537419155,0.43965517241379304,0.896735845254886,0.6850868725868725
"frozenset({'phlegm', 'cough'})","frozenset({'fatigue', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'fatigue', 'phlegm', 'chest_pain'})","frozenset({'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'fatigue', 'phlegm'})","frozenset({'high_fever', 'malaise'})",0.06829268292682927,0.11219512195121951,0.06219512195121951,0.9107142857142856,8.117236024844718,1.0,0.05453301606186793,9.943414634146327,0.9410738117236422,0.5257731958762887,0.8994309262166403,0.7325310559006211
"frozenset({'high_fever', 'phlegm'})","frozenset({'fatigue', 'malaise'})",0.06829268292682927,0.1353658536585366,0.06219512195121951,0.9107142857142856,6.727799227799227,1.0,0.052950624628197496,9.683902439024376,0.9137665537419155,0.43965517241379304,0.896735845254886,0.6850868725868725
"frozenset({'chills', 'phlegm', 'chest_pain'})","frozenset({'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'abdominal_pain', 'high_fever'})","frozenset({'fatigue', 'vomiting'})",0.06829268292682927,0.1548780487804878,0.06219512195121951,0.9107142857142856,5.8802024746906625,1.0,0.05161808447352766,9.465365853658524,0.8907709680730932,0.38636363636363635,0.8943516800659657,0.6561445444319459
"frozenset({'fatigue', 'phlegm'})","frozenset({'high_fever', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'fatigue', 'phlegm'})","frozenset({'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'phlegm', 'cough', 'chest_pain'})","frozenset({'high_fever', 'malaise'})",0.06829268292682927,0.11219512195121951,0.06219512195121951,0.9107142857142856,8.117236024844718,1.0,0.05453301606186793,9.943414634146327,0.9410738117236422,0.5257731958762887,0.8994309262166403,0.7325310559006211
"frozenset({'phlegm', 'cough'})","frozenset({'high_fever', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'phlegm', 'cough'})","frozenset({'fatigue', 'malaise'})",0.06829268292682927,0.1353658536585366,0.06219512195121951,0.9107142857142856,6.727799227799227,1.0,0.052950624628197496,9.683902439024376,0.9137665537419155,0.43965517241379304,0.896735845254886,0.6850868725868725
"frozenset({'high_fever', 'phlegm'})","frozenset({'chest_pain', 'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'chills', 'phlegm'})","frozenset({'fatigue', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'fatigue', 'phlegm', 'chest_pain'})","frozenset({'chills', 'malaise'})",0.06829268292682927,0.08902439024390243,0.06219512195121951,0.9107142857142856,10.229941291585126,1.0,0.056115407495538366,10.202926829268279,0.968381069705369,0.6538461538461539,0.9019889080130042,0.8046722113502935
"frozenset({'fatigue', 'phlegm'})","frozenset({'chills', 'malaise'})",0.06829268292682927,0.08902439024390243,0.06219512195121951,0.9107142857142856,10.229941291585126,1.0,0.056115407495538366,10.202926829268279,0.968381069705369,0.6538461538461539,0.9019889080130042,0.8046722113502935
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'yellowish_skin', 'loss_of_appetite'})",0.06829268292682927,0.1329268292682927,0.06219512195121951,0.9107142857142856,6.851245085190038,1.0,0.05311719214753123,9.711219512195107,0.9166410019505185,0.4473684210526315,0.8970263210769538,0.6893020969855832
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'nausea'})",0.06829268292682927,0.11097560975609756,0.06219512195121951,0.9107142857142856,8.206436420722135,1.0,0.0546162998215348,9.957073170731693,0.9425110358279437,0.53125,0.8995688810503624,0.735576923076923
"frozenset({'chills', 'phlegm', 'chest_pain'})","frozenset({'high_fever', 'malaise'})",0.06829268292682927,0.11219512195121951,0.06219512195121951,0.9107142857142856,8.117236024844718,1.0,0.05453301606186793,9.943414634146327,0.9410738117236422,0.5257731958762887,0.8994309262166403,0.7325310559006211
"frozenset({'high_fever', 'phlegm'})","frozenset({'chills', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'fatigue', 'phlegm'})","frozenset({'chills', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'chills', 'phlegm', 'chest_pain'})","frozenset({'fatigue', 'malaise'})",0.06829268292682927,0.1353658536585366,0.06219512195121951,0.9107142857142856,6.727799227799227,1.0,0.052950624628197496,9.683902439024376,0.9137665537419155,0.43965517241379304,0.896735845254886,0.6850868725868725
"frozenset({'phlegm', 'cough'})","frozenset({'chills', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'chills', 'phlegm'})","frozenset({'high_fever', 'chest_pain', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'high_fever', 'phlegm', 'chest_pain'})","frozenset({'chills', 'malaise'})",0.06829268292682927,0.08902439024390243,0.06219512195121951,0.9107142857142856,10.229941291585126,1.0,0.056115407495538366,10.202926829268279,0.968381069705369,0.6538461538461539,0.9019889080130042,0.8046722113502935
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'loss_of_appetite', 'nausea'})",0.06829268292682927,0.1353658536585366,0.06219512195121951,0.9107142857142856,6.727799227799227,1.0,0.052950624628197496,9.683902439024376,0.9137665537419155,0.43965517241379304,0.896735845254886,0.6850868725868725
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'dark_urine'})",0.06829268292682927,0.11097560975609756,0.06219512195121951,0.9107142857142856,8.206436420722135,1.0,0.0546162998215348,9.957073170731693,0.9425110358279437,0.53125,0.8995688810503624,0.735576923076923
"frozenset({'high_fever', 'phlegm'})","frozenset({'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'phlegm', 'cough'})","frozenset({'high_fever', 'malaise'})",0.06829268292682927,0.11219512195121951,0.06219512195121951,0.9107142857142856,8.117236024844718,1.0,0.05453301606186793,9.943414634146327,0.9410738117236422,0.5257731958762887,0.8994309262166403,0.7325310559006211
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'vomiting', 'loss_of_appetite'})",0.06829268292682927,0.15609756097560976,0.06219512195121951,0.9107142857142856,5.834263392857142,1.0,0.051534800713860796,9.451707317073158,0.8893337439687917,0.38345864661654133,0.894199009083402,0.6545758928571428
"frozenset({'joint_pain', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'vomiting'})",0.06829268292682927,0.17682926829268292,0.06219512195121951,0.9107142857142856,5.150246305418719,1.0,0.050118976799524095,9.219512195121938,0.8649009341956678,0.34,0.8915343915343914,0.63121921182266
"frozenset({'chills', 'phlegm'})","frozenset({'fatigue', 'malaise'})",0.06829268292682927,0.1353658536585366,0.06219512195121951,0.9107142857142856,6.727799227799227,1.0,0.052950624628197496,9.683902439024376,0.9137665537419155,0.43965517241379304,0.896735845254886,0.6850868725868725
"frozenset({'chills', 'phlegm'})","frozenset({'chest_pain', 'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'phlegm', 'cough'})","frozenset({'chills', 'malaise'})",0.06829268292682927,0.08902439024390243,0.06219512195121951,0.9107142857142856,10.229941291585126,1.0,0.056115407495538366,10.202926829268279,0.968381069705369,0.6538461538461539,0.9019889080130042,0.8046722113502935
"frozenset({'phlegm', 'cough', 'chest_pain'})","frozenset({'chills', 'malaise'})",0.06829268292682927,0.08902439024390243,0.06219512195121951,0.9107142857142856,10.229941291585126,1.0,0.056115407495538366,10.202926829268279,0.968381069705369,0.6538461538461539,0.9019889080130042,0.8046722113502935
"frozenset({'chills', 'phlegm'})","frozenset({'cough', 'malaise'})",0.06829268292682927,0.06707317073170732,0.06219512195121951,0.9107142857142856,13.577922077922075,1.0,0.05761451516954194,10.448780487804862,0.9942511035827944,0.8499999999999999,0.9042950513538748,0.9189935064935064
"frozenset({'joint_pain', 'abdominal_pain'})","frozenset({'loss_of_appetite', 'dark_urine'})",0.06707317073170732,0.08902439024390243,0.06097560975609756,0.9090909090909091,10.211706102117061,1.0,0.055004461629982154,10.02073170731707,0.9669281045751635,0.641025641025641,0.9002068881586953,0.797011207970112
"frozenset({'joint_pain', 'abdominal_pain'})","frozenset({'yellowish_skin', 'loss_of_appetite'})",0.06707317073170732,0.1329268292682927,0.06097560975609756,0.9090909090909091,6.839032527105921,1.0,0.05205978584176085,9.537804878048778,0.9151633986928105,0.43859649122807015,0.8951540723692623,0.6839032527105922
"frozenset({'abdominal_pain', 'vomiting', 'yellowish_skin', 'loss_of_appetite'})","frozenset({'nausea', 'yellowing_of_eyes'})",0.08048780487804878,0.11097560975609756,0.07317073170731707,0.9090909090909091,8.19180819180819,1.0,0.0642385484830458,9.779268292682923,0.9547745358090185,0.6185567010309277,0.8977428607058237,0.7842157842157842
"frozenset({'abdominal_pain', 'loss_of_appetite', 'yellowish_skin', 'nausea'})","frozenset({'vomiting', 'yellowing_of_eyes'})",0.08048780487804878,0.11341463414634147,0.07317073170731707,0.9090909090909091,8.01564027370479,1.0,0.06404223676383104,9.75243902439024,0.9518567639257293,0.606060606060606,0.8974615480805301,0.7771260997067448
"frozenset({'joint_pain', 'abdominal_pain'})","frozenset({'vomiting', 'loss_of_appetite'})",0.06707317073170732,0.15609756097560976,0.06097560975609756,0.9090909090909091,5.823863636363636,1.0,0.05050565139797739,9.28292682926829,0.887843137254902,0.37593984962406013,0.8922753547031004,0.6498579545454546
"frozenset({'vomiting', 'yellowish_skin', 'nausea', 'yellowing_of_eyes'})","frozenset({'abdominal_pain', 'loss_of_appetite'})",0.08048780487804878,0.1329268292682927,0.07317073170731707,0.9090909090909091,6.839032527105921,1.0,0.062471743010113025,9.537804878048778,0.9285145888594164,0.5217391304347825,0.8951540723692623,0.7297748123436196
"frozenset({'joint_pain', 'abdominal_pain'})","frozenset({'loss_of_appetite', 'nausea'})",0.06707317073170732,0.1353658536585366,0.06097560975609756,0.9090909090909091,6.715806715806715,1.0,0.05189619274241523,9.510975609756095,0.9122875816993464,0.43103448275862066,0.8948583151686114,0.6797706797706797
"frozenset({'abdominal_pain', 'vomiting', 'loss_of_appetite', 'nausea'})","frozenset({'yellowish_skin', 'yellowing_of_eyes'})",0.08048780487804878,0.13414634146341464,0.07317073170731707,0.9090909090909091,6.776859504132231,1.0,0.062373587150505644,9.524390243902436,0.9270557029177717,0.5172413793103448,0.8950064020486556,0.7272727272727273
"frozenset({'abdominal_pain', 'fatigue', 'yellowing_of_eyes'})","frozenset({'loss_of_appetite', 'yellowish_skin'})",0.06585365853658537,0.1329268292682927,0.05975609756097561,0.9074074074074073,6.826367652055724,1.0,0.051002379535990475,9.364390243902431,0.9136782650396973,0.4298245614035087,0.893212481116841,0.6784743459055385
"frozenset({'dark_urine', 'nausea'})","frozenset({'abdominal_pain', 'vomiting'})",0.06585365853658537,0.17682926829268292,0.05975609756097561,0.9074074074074073,5.13154533844189,1.0,0.04811124330755502,8.890243902439018,0.8618852240635156,0.32666666666666666,0.8875171467764058,0.622669220945083
"frozenset({'joint_pain', 'dark_urine'})","frozenset({'abdominal_pain', 'vomiting'})",0.06585365853658537,0.17682926829268292,0.05975609756097561,0.9074074074074073,5.13154533844189,1.0,0.04811124330755502,8.890243902439018,0.8618852240635156,0.32666666666666666,0.8875171467764058,0.622669220945083
